CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,25,363,346,17,81,204,22,2,1,53,0,1,7,17,25,74,19,212,1,7,0,0,1,77,82,113,67,23,0,0,7,111,177,43,13,4,6,1,0,0,0,1,3,4,11,15,12,0,313,3,2,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,70,339,218,121,132,182,13,0,0,12,0,0,2,3,10,38,59,220,2,5,0,0,2,123,54,91,46,21,2,0,1,157,125,41,10,0,2,1,0,0,0,2,21,2,7,67,110,0,98,30,4,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,3,17,14,3,0,16,1,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,2,5,3,4,0,0,0,13,3,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,11,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,4,6,2,4,5,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,3,1,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,14,70,44,26,53,5,4,0,0,8,0,0,3,2,0,11,2,24,5,23,0,0,0,8,8,31,12,10,1,0,2,6,21,18,9,4,4,5,1,0,0,0,2,9,16,10,29,0,4,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,7,24,19,5,15,4,5,0,0,0,0,0,0,0,1,3,2,17,1,0,0,0,0,6,3,4,2,9,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,1,4,7,0,12,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,27,232,51,181,110,92,8,2,0,20,0,1,1,1,6,7,7,106,1,102,0,0,0,36,31,85,45,34,1,0,6,91,28,103,3,0,1,0,0,0,0,0,13,82,15,16,98,0,1,7,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,10,725,192,533,427,264,28,2,3,1,0,0,0,0,3,8,15,429,71,198,0,1,9,73,148,363,116,16,0,2,8,22,90,95,216,145,73,58,7,0,2,7,8,146,336,163,63,0,5,0,4,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,3,37,1,36,9,11,1,0,0,16,0,0,0,0,0,5,2,4,0,26,0,0,0,2,8,13,10,3,1,0,0,10,1,25,1,0,0,0,0,0,0,0,2,24,0,2,9,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,1,12,10,2,9,3,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,1,3,0,7,0,0,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,4,120,115,5,45,72,1,0,0,2,0,0,23,4,6,78,6,3,0,0,0,0,1,29,33,29,19,9,0,0,0,27,82,3,6,1,1,0,0,0,0,0,0,0,7,4,3,0,106,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,63,339,143,196,159,90,21,0,0,69,0,0,2,5,30,28,47,201,6,20,0,0,7,78,48,100,68,36,2,0,3,149,104,43,22,8,2,1,0,0,0,7,16,8,7,74,183,1,24,26,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,3,22,17,5,15,3,4,0,0,0,0,0,0,0,1,2,1,18,0,0,0,0,0,3,2,6,8,2,1,0,0,13,7,1,0,0,0,0,0,0,0,1,1,2,0,0,3,0,16,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,17,140,52,88,99,28,6,0,0,7,0,0,1,0,0,2,2,45,4,86,0,0,1,32,45,40,13,8,1,0,3,40,11,12,10,9,19,18,11,3,4,0,10,78,5,36,10,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,3,19,7,12,5,13,1,0,0,0,0,0,0,0,0,1,2,16,0,0,0,0,1,8,1,4,2,3,0,0,7,8,1,3,0,0,0,0,0,0,0,0,0,0,1,13,2,0,3,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,20,339,46,293,179,61,20,0,1,78,0,0,1,2,5,15,13,108,8,185,2,0,0,32,36,135,89,47,0,0,0,102,45,140,38,7,5,0,0,0,0,2,22,99,63,23,130,0,0,2,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,3,"1,402",404,998,816,478,100,6,0,2,0,0,7,3,6,17,11,896,15,445,2,0,0,101,247,684,281,83,6,0,7,71,244,279,416,33,113,111,53,41,20,14,21,378,542,163,274,2,11,4,7,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,13,139,25,114,44,64,5,0,0,26,0,0,1,0,6,3,4,63,4,58,0,0,2,17,32,48,27,12,1,0,6,57,18,56,2,0,0,0,0,0,0,0,6,32,40,26,30,0,0,5,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,4,IND MECANICA,2,IND TRANSF,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,1,6,0,6,1,3,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,7,144,141,3,23,87,23,0,0,11,0,0,4,106,2,8,2,21,1,0,0,0,0,36,21,38,37,11,1,0,0,19,116,7,2,0,0,0,0,0,0,0,0,0,0,5,0,0,139,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,38,139,73,66,53,70,8,1,0,7,0,0,0,5,5,19,10,92,2,6,0,0,3,36,29,36,21,14,0,0,1,61,50,18,5,1,1,1,0,0,0,1,8,2,1,44,49,0,12,23,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,13,30,12,18,18,5,2,0,0,5,0,0,1,0,0,0,1,26,1,1,0,0,0,1,7,5,11,5,1,0,5,15,8,0,0,0,2,0,0,0,0,0,2,0,0,14,14,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,3,22,15,7,8,11,3,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,1,2,8,7,4,0,0,5,6,2,8,0,0,0,0,0,0,0,1,0,0,5,6,1,0,10,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,16,132,20,112,46,24,5,1,0,56,0,0,0,0,0,4,7,53,0,67,1,0,0,11,15,60,27,17,2,0,1,37,19,68,3,0,2,0,0,0,0,2,10,25,32,8,52,0,4,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,1,46,26,20,28,17,1,0,0,0,0,0,0,0,0,0,0,18,3,24,1,0,0,9,11,21,3,2,0,0,0,4,16,13,8,2,1,1,0,0,0,1,4,13,10,14,4,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,5,ELET E COMUN,2,IND TRANSF,1,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,14,SER UTIL PUB,3,SERV IND UP,1,36,34,2,24,11,1,0,0,0,0,0,0,0,6,3,2,19,1,4,1,0,2,0,0,9,8,14,3,0,2,0,0,0,0,7,8,9,7,1,1,1,0,2,1,4,0,0,22,0,7,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,7,55,53,2,11,42,2,0,0,0,0,1,0,0,0,12,2,40,0,0,0,0,0,10,11,21,8,4,1,1,2,21,31,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,48,2,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,46,371,183,188,151,150,12,1,0,57,0,1,0,2,10,38,57,245,10,8,0,0,2,116,57,112,49,34,1,0,8,129,159,44,11,7,5,0,1,0,0,7,16,2,0,116,164,0,41,28,4,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,4,9,5,4,3,3,1,0,0,2,0,0,1,0,1,2,1,4,0,0,0,0,0,1,0,1,2,5,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,4,5,2,3,0,3,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,0,2,0,2,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,20,107,41,66,53,22,4,0,0,28,0,0,1,1,1,9,6,64,0,25,0,0,0,15,21,48,15,8,0,0,10,44,10,35,2,0,0,0,0,0,0,6,7,24,0,24,48,0,1,3,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,2,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,10,191,32,159,52,73,6,2,0,58,0,0,0,1,5,10,6,57,1,111,0,0,0,18,28,73,48,22,2,0,2,66,13,102,6,0,1,0,0,0,0,1,7,106,15,10,47,0,3,3,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,1,EXTR MINERAL,1,EXTR MINERAL,1,79,70,9,59,13,7,0,0,0,0,0,2,0,6,7,20,40,1,3,0,0,1,2,13,17,12,30,4,0,2,2,6,18,25,13,3,1,3,0,1,5,5,1,1,8,8,2,43,0,11,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,3,IND METALURG,2,IND TRANSF,4,16,11,5,15,0,0,1,0,0,0,0,0,0,1,4,0,11,0,0,0,0,0,1,2,8,3,2,0,0,0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,2,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,4,IND MECANICA,2,IND TRANSF,4,12,11,1,7,1,0,0,0,4,0,0,0,0,0,3,2,6,0,1,0,0,0,3,3,1,3,2,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,5,19,13,6,16,2,1,0,0,0,0,0,0,0,0,4,3,11,0,1,0,0,0,1,1,8,3,6,0,0,0,5,8,3,1,2,0,0,0,0,0,0,2,0,0,2,0,0,10,5,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,3,22,16,6,18,4,0,0,0,0,0,0,0,0,1,2,1,17,0,1,0,0,0,2,4,10,5,1,0,0,0,1,4,5,5,3,4,0,0,0,0,0,1,0,1,4,0,0,16,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,6,31,9,22,20,7,0,0,0,4,0,0,0,0,0,5,0,25,1,0,0,0,0,7,4,6,10,3,1,0,0,14,13,4,0,0,0,0,0,0,0,0,1,0,2,6,2,0,20,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,4,30,18,12,17,12,1,0,0,0,0,0,1,0,0,2,8,19,0,0,0,0,0,6,4,8,6,6,0,0,0,7,22,1,0,0,0,0,0,0,0,0,2,0,0,3,11,0,13,1,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,14,127,116,11,97,21,0,0,1,8,0,1,0,0,3,29,9,84,1,0,0,0,2,21,20,40,22,21,1,0,3,19,51,31,12,3,4,0,0,0,0,4,9,1,2,8,3,0,92,3,6,3
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,139,809,437,372,362,338,52,5,0,52,0,2,2,5,34,136,101,506,10,12,0,1,15,212,150,213,126,88,5,0,17,306,278,151,37,9,2,1,0,3,0,5,53,7,16,185,340,4,110,65,29,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,6,28,20,8,8,18,2,0,0,0,0,1,0,0,1,3,0,19,1,3,0,0,0,8,1,6,4,8,1,0,0,8,5,12,2,1,0,0,0,0,0,0,1,0,2,7,11,0,5,1,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,1,10,6,4,6,1,0,3,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,9,0,1,0,0,0,0,0,1,3,0,2,2,1,0,1,0,0,0,0,10,0,0,0,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,17,117,60,57,70,39,6,0,0,2,0,0,1,0,2,6,6,84,7,11,0,0,1,27,22,45,13,7,2,0,9,46,24,22,7,7,2,0,0,0,0,0,4,2,10,67,10,0,23,1,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,13,249,207,42,115,60,27,4,0,43,0,0,0,4,3,18,11,206,2,5,0,0,0,21,35,91,71,31,0,0,1,48,59,108,16,5,6,2,0,0,0,4,6,0,5,136,6,0,96,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,26,105,22,83,68,8,8,0,0,21,0,0,0,0,3,17,5,45,2,33,0,0,0,6,18,41,28,11,1,0,1,54,11,37,1,1,0,0,0,0,0,0,4,13,20,14,51,0,1,2,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,4,8,1,7,6,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,2,3,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,7,653,300,353,438,152,38,10,0,15,0,0,1,3,2,4,10,82,44,194,252,61,1,32,51,211,170,162,26,0,37,143,81,187,118,53,24,6,1,0,0,3,7,495,44,71,32,0,3,0,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,3,IND METALURG,2,IND TRANSF,14,152,132,20,73,44,3,1,0,31,0,0,2,3,13,33,10,87,2,2,0,0,0,14,21,40,43,33,1,0,0,21,42,58,17,5,3,3,0,0,0,3,2,1,4,18,4,0,95,23,5,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,4,IND MECANICA,2,IND TRANSF,5,53,49,4,34,13,5,0,0,1,0,0,0,0,5,14,3,31,0,0,0,0,0,7,7,8,18,13,0,0,0,2,16,26,4,4,1,0,0,0,0,0,1,0,0,3,1,0,39,8,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,5,ELET E COMUN,2,IND TRANSF,2,6,6,0,1,5,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,3,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,6,MAT TRANSP,2,IND TRANSF,1,66,18,48,53,13,0,0,0,0,0,0,0,1,1,6,20,33,3,2,0,0,0,13,5,25,17,6,0,0,1,6,41,9,4,2,3,0,0,0,0,0,0,1,1,9,2,0,51,0,2,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,2,59,57,2,56,0,3,0,0,0,0,0,0,9,1,5,11,32,1,0,0,0,0,8,11,17,17,5,1,0,0,0,34,14,8,2,1,0,0,0,0,0,2,0,2,13,2,0,32,8,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,10,IND QUIMICA,2,IND TRANSF,4,46,28,18,34,10,2,0,0,0,0,0,2,5,5,8,2,17,1,5,1,0,0,1,4,14,12,11,4,0,0,3,28,6,2,4,2,0,0,0,0,1,0,2,5,7,1,0,9,21,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,10,88,14,74,37,42,8,0,1,0,0,1,0,2,6,17,7,47,4,4,0,0,0,11,10,29,21,16,1,0,1,56,19,7,1,3,0,0,0,0,0,1,4,1,1,3,13,0,65,0,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,3,5,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,24,359,345,14,95,229,27,1,1,6,0,1,22,81,15,69,94,74,1,2,0,0,1,56,52,106,99,39,6,0,7,44,163,97,28,3,1,0,0,0,0,16,2,1,16,19,2,0,314,1,4,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,148,969,517,452,519,338,57,2,1,52,0,2,3,16,31,128,114,636,14,25,0,0,14,239,148,266,201,98,3,0,13,380,384,142,28,8,5,2,1,0,0,6,48,15,25,238,447,3,108,64,21,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,12,60,39,21,18,37,1,0,0,4,0,0,0,1,2,1,5,45,1,5,0,0,0,18,9,16,11,6,0,0,0,22,17,6,3,2,6,0,3,0,1,0,4,0,10,19,7,0,6,13,1,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,3,35,19,16,22,6,5,2,0,0,0,0,0,0,0,0,0,4,10,21,0,0,0,4,9,14,7,1,0,0,1,0,0,0,12,8,7,3,2,2,0,0,6,4,0,25,0,0,0,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,17,71,36,35,39,25,3,0,0,4,0,0,1,3,3,5,5,43,2,9,0,0,1,18,6,16,20,10,0,1,1,34,11,21,1,1,1,0,0,0,0,0,1,1,9,32,16,0,12,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,20,82,54,28,51,20,3,0,0,8,0,0,1,5,5,11,9,50,1,0,0,0,0,11,12,35,16,7,1,1,13,50,13,4,0,0,0,0,0,0,0,1,36,0,25,2,1,0,18,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,30,216,59,157,96,93,14,3,1,9,0,1,1,1,2,20,7,105,9,68,2,0,1,42,35,65,48,21,4,0,1,89,54,54,8,7,1,1,0,0,0,1,11,41,23,39,96,0,5,1,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,6,26,5,21,13,10,2,0,0,1,0,1,0,0,2,1,0,20,1,1,0,0,0,8,5,9,3,1,0,0,0,17,4,2,1,1,0,0,0,0,0,1,3,0,3,9,9,0,2,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,13,233,33,200,127,91,14,1,0,0,0,0,0,3,4,7,3,63,7,142,4,0,1,13,26,104,70,18,1,1,5,72,46,80,19,5,4,0,0,0,0,1,7,126,41,18,35,0,6,0,0,0
3.55E+20,3.55E+12,33,IGUATEMI,30,SAO MATEUS,2,Leste,3,LESTE 2,2,MIN NAO MET,2,IND TRANSF,1,32,29,3,20,12,0,0,0,0,0,0,0,0,3,5,13,11,0,0,0,0,0,3,4,3,8,14,0,0,0,12,12,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,18,6,4,0
